shots	 electron_density:reliability	 cbd	 cb	 breakdown_field	 tb	 electron_temperature_max	 pressure_initial	 tcd	 input_power_mean	 breakdown_voltage	 plasma_life	 breakdown_time	 lb	 electron_density_mean	 ust	 plasma_current_decay	 cst	 tst	 plasma	 electron_confinement_time	 chamber_temperature	 breakdown_rate	 loop_voltage_mean	 pressure_request	 electron_confinement_t98	 zeff	 toroidal_field_mean	 chamber_resistance	 pressure	 chamber_inductance	 toroidal_field_max	 tbd	 input_power_plasma_mean	 breakdown_rate_err	 ubd	 plasma_current_mean	 breakdown_probability	 discharge_aborted	 pressure_chamber	 ucd	 electron_density_equilibrium	 ccd	 loop_voltage_max	 ub	 
24952	  0	  0.0036	  0.0675	  0.066768	  0.005	  40.787	  0.79113	  0.006	  32063	  9.7553	  0.01402	  0.007211	  0.0028	  1.9143e+18	  0	  1.7148e+07	  0.0027	  0.005	  1	  1.8376e-05	  24.5	  nan	  8.0164	  20	  9.0183e-07	  3	  0.22271	  0.0097	  19.781	  1.2e-06	  0.3268	  0.005	  25833	  nan	  0	  3999.7	  93	  nan	  nan	  500	  4.7757e+18	  0.0135	  25.789	  800	 
24953	  0	  0.0036	  0.0675	  0.065663	  0.005	  42.439	  0.78508	  0.006	  33529	  9.8492	  0.01394	  0.00715	  0.0028	  1.2712e+18	  0	  1.7638e+07	  0.0027	  0.005	  1	  1.7317e-05	  24.4	  nan	  8.1372	  20	  7.6008e-07	  3	  0.22273	  0.0097	  19.301	  1.2e-06	  0.32972	  0.005	  27430	  nan	  0	  4120.5	  93	  nan	  nan	  500	  4.66e+18	  0.0135	  26.913	  800	 
24954	  0	  0.0036	  0.0675	  0.066329	  0.005	  67.988	  0.77907	  0.006	  16247	  9.6747	  0.02346	  0.0072	  0.0028	  6.602e+17	  0	  2.0504e+07	  0.0027	  0.005	  1	  2.4277e-05	  24.5	  nan	  7.6941	  20	  5.2647e-07	  3	  0.26	  0.0097	  19.725	  1.2e-06	  0.32595	  0.005	  15187	  nan	  0	  2111.6	  93	  nan	  nan	  500	  4.7623e+18	  0.0135	  25.33	  800	 
24955	  0	  0.0036	  0.0675	  0.066378	  0.005	  41.935	  0.77311	  0.006	  34632	  9.9097	  0.01422	  0.007165	  0.0028	  1.316e+18	  0	  1.6517e+07	  0.0027	  0.005	  1	  1.7475e-05	  24.5	  nan	  8.1506	  20	  7.773e-07	  3	  0.22569	  0.0097	  19.732	  1.2e-06	  0.33113	  0.005	  27909	  nan	  0	  4249	  93	  nan	  nan	  500	  4.764e+18	  0.0135	  25.82	  800	 
24956	  0	  0.0036	  0.0675	  0.067965	  0.005	  42.752	  0.78809	  0.006	  32026	  9.8023	  0.01454	  0.007215	  0.0028	  1.2725e+18	  0	  1.9207e+07	  0.0027	  0.005	  1	  1.9859e-05	  24.4	  nan	  7.7679	  20	  7.8895e-07	  3	  0.22981	  0.0097	  20.49	  1.2e-06	  0.33185	  0.005	  26162	  nan	  0	  4122.9	  93	  nan	  nan	  500	  4.947e+18	  0.0135	  25.243	  800	 
24957	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.75262	  0.01	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.5377e+06	  0.0027	  0.005	  0	  nan	  24.4	  nan	  nan	  0	  nan	  3	  nan	  0.0097	  4.8549	  1.2e-06	  0.43605	  0.005	  nan	  nan	  0	  nan	  0	  nan	  nan	  650	  nan	  0.0135	  17.657	  1100	 
24958	  0	  0.0036	  0.0675	  0.065695	  0.005	  42.981	  0.19943	  0.006	  32201	  9.5605	  0.01442	  0.007177	  0.0028	  7.3512e+17	  0	  1.8791e+07	  0.0027	  0.005	  1	  2.0292e-05	  24.5	  nan	  7.6941	  20	  6.3424e-07	  3	  0.2245	  0.0097	  20.71	  1.2e-06	  0.32629	  0.005	  25642	  nan	  0	  4185.1	  92	  nan	  nan	  500	  5.0001e+18	  0.0135	  26.216	  800	 
24959	  0	  0.0036	  0.0675	  0.0748	  0.005	  18.276	  1.0673	  0.006	  16340	  10.138	  0.00782	  0.00725	  0.0028	  8.5884e+17	  0	  1.4534e+06	  0.0027	  0.005	  1	  1.29e-05	  24.6	  nan	  12.622	  20	  3.5224e-07	  3	  0.18538	  0.0097	  20.317	  1.2e-06	  0.3619	  0.005	  12973	  nan	  0	  1294.6	  93	  nan	  nan	  500	  4.905e+18	  0.0135	  16.382	  900	 
24960	  0	  0.0036	  0.0675	  0.065373	  0.005	  24.418	  0.94753	  0.006	  19864	  10.816	  0.00786	  0.007478	  0.0028	  7.6256e+17	  0	  6.0498e+06	  0.0027	  0.005	  1	  9.746e-06	  24.6	  nan	  9.9097	  10	  4.2872e-07	  3	  0.15521	  0.0097	  11.865	  1.2e-06	  0.2876	  0.005	  17524	  nan	  0	  2004.5	  94	  nan	  nan	  500	  2.8646e+18	  0.0135	  20.469	  700	 
24961	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.4953	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  nan	  0.0027	  0.005	  0	  nan	  24.4	  nan	  nan	  20	  nan	  3	  nan	  nan	  19.506	  nan	  nan	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  400	  nan	  0.0135	  nan	  800	 
24962	  nan	  0.0036	  0.0675	  0.072696	  0.005	  25.892	  0.39191	  0.006	  13125	  8.6877	  0.00858	  0.007393	  0.0028	  nan	  0	  4.1338e+06	  0.0027	  0.005	  1	  2.5718e-05	  26.7	  nan	  7.9828	  20	  nan	  3	  0.18019	  0.0097	  20.441	  1.2e-06	  0.33031	  0.005	  12436	  nan	  0	  1644.2	  85	  nan	  nan	  400	  4.935e+18	  0.0135	  16.885	  800	 
24963	  0	  0.0036	  0.0675	  0.10892	  0.005	  28.407	  0.25991	  0.007	  29591	  10.521	  0.00974	  0.008041	  0.0028	  7.5164e+17	  0	  5.7436e+06	  0.0027	  0.005	  1	  1.1627e-05	  27.6	  nan	  10.642	  18	  4.7043e-07	  3	  0.24647	  0.0097	  17.777	  1.2e-06	  0.39489	  0.005	  28480	  nan	  0	  2780.8	  96	  nan	  nan	  600	  4.2919e+18	  0.0135	  23.023	  1000	 
24964	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.20803	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.4304e+06	  0.0027	  0.005	  0	  nan	  23.2	  nan	  nan	  20	  nan	  3	  nan	  0.0097	  16.317	  1.2e-06	  0.3276	  0.005	  nan	  nan	  0	  nan	  92	  nan	  nan	  450	  nan	  0.0135	  12.535	  800	 
24965	  0	  0.0036	  0.0675	  0.076478	  0.005	  30.299	  0.81267	  0.006	  32515	  10.44	  0.01078	  0.007073	  0.0028	  9.2067e+17	  0	  8.8135e+06	  0.0027	  0.005	  1	  1.3063e-05	  23.2	  nan	  10.299	  20	  5.3568e-07	  3	  0.23631	  0.0097	  19.73	  1.2e-06	  0.39958	  0.005	  29916	  nan	  0	  3157.1	  95	  nan	  nan	  600	  4.7635e+18	  0.0135	  23.657	  1000	 
24966	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.81267	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.2358e+06	  0.0027	  0.005	  0	  nan	  23.4	  nan	  nan	  4	  nan	  3	  nan	  0.0097	  8.132	  1.2e-06	  0.25487	  0.005	  nan	  nan	  0	  nan	  91	  nan	  nan	  500	  nan	  0.0135	  14.193	  600	 
24967	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.77907	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.3114e+06	  0.0027	  0.005	  0	  nan	  23.5	  nan	  nan	  4	  nan	  3	  nan	  0.0097	  4.6021	  1.2e-06	  0.3803	  0.005	  nan	  nan	  0	  nan	  80	  nan	  nan	  500	  nan	  0.0135	  13.71	  950	 
24968	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.77311	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.5598e+06	  0.0027	  0.005	  0	  nan	  23.5	  nan	  nan	  4	  nan	  3	  nan	  0.0097	  3.7663	  1.2e-06	  0.3845	  0.005	  nan	  nan	  0	  nan	  60	  nan	  nan	  500	  nan	  0.0135	  13.864	  950	 
24969	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.77311	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.2783e+06	  0.0027	  0.005	  0	  nan	  23.6	  nan	  nan	  16	  nan	  3	  nan	  0.0097	  10.001	  1.2e-06	  0.38024	  0.005	  nan	  nan	  0	  nan	  94	  nan	  nan	  450	  nan	  0.0135	  12.676	  950	 
24970	  0	  0.0036	  0.0675	  0.078961	  0.005	  32.801	  0.75842	  0.006	  28858	  10.205	  0.01178	  0.007287	  0.0028	  4.3889e+17	  0	  1.1101e+07	  0.0027	  0.005	  1	  2.0881e-05	  23.5	  nan	  8.9227	  26	  4.3913e-07	  3	  0.23668	  0.0097	  25.034	  1.2e-06	  0.37542	  0.005	  24813	  nan	  0	  3234.2	  91	  nan	  nan	  500	  6.0439e+18	  0.0135	  23.157	  950	 
24971	  0	  0.0036	  0.0675	  0.092231	  0.005	  36.285	  0.79113	  0.006	  32246	  10.386	  0.0127	  0.007291	  0.0028	  8.9614e+17	  0	  1.2787e+07	  0.0027	  0.005	  1	  2.0357e-05	  23.7	  nan	  9.0637	  26	  6.1235e-07	  3	  0.28482	  0.0097	  25.859	  1.2e-06	  0.43587	  0.005	  26764	  nan	  0	  3557.7	  91	  nan	  nan	  500	  6.2432e+18	  0.0135	  23.323	  1100	 
24972	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.77311	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.83e+06	  0.0027	  0.005	  0	  nan	  23.7	  nan	  nan	  26	  nan	  3	  nan	  0.0097	  25.423	  1.2e-06	  0.43749	  0.005	  nan	  nan	  0	  nan	  29	  nan	  nan	  500	  nan	  0.0135	  14.2	  1100	 
24973	  0	  0.0036	  0.0675	  0.097356	  0.005	  35.614	  0.77015	  0.006	  20023	  8.8757	  0.01394	  0.007443	  0.0028	  4.6266e+17	  0	  1.1159e+07	  0.0027	  0.005	  1	  9.1445e-06	  23.4	  nan	  7.2308	  26	  5.1768e-07	  3	  0.29914	  0.0097	  7.3328	  1.2e-06	  0.4352	  0.005	  17883	  nan	  0	  2769.2	  nan	  nan	  nan	  400	  1.7704e+18	  0.0135	  17.716	  1100	 
24974	  0	  0.0036	  0.0675	  0.10216	  0.005	  27.506	  0.77311	  0.006	  11050	  8.2111	  0.01366	  0.007571	  0.0028	  3.1838e+17	  0	  8.5650e+06	  0.0027	  0.005	  1	  1.5761e-05	  23.5	  nan	  6.5997	  26	  4.1918e-07	  3	  0.29899	  0.0097	  9.178	  1.2e-06	  0.43311	  0.005	  10382	  nan	  0	  1674.2	  nan	  nan	  nan	  350	  2.2159e+18	  0.0135	  13.297	  1100	 
24975	  0	  0.0036	  0.0675	  0.2391	  0.005	  22.915	  0.78508	  0.01	  27360	  14.918	  0.0091	  0.011491	  0.0028	  2.7799e+17	  0	  8.6141e+06	  0.0027	  0.005	  1	  1.2936e-05	  23.3	  nan	  14.938	  30	  2.3601e-07	  3	  0.3493	  0.0097	  30.285	  1.2e-06	  0.43872	  0.005	  24125	  nan	  0	  1831.5	  nan	  nan	  nan	  700	  7.3118e+18	  0.0135	  18.524	  1100	 
24976	  0	  0.0036	  0.0675	  0.42422	  0.005	  29.072	  0.74686	  0.025	  42546	  17.59	  0.00898	  0.027339	  0.0028	  6.3236e+17	  0	  1.3565e+07	  0.0027	  0.005	  1	  1.2542e-05	  23.3	  nan	  12.078	  30	  4.5058e-07	  3	  0.36373	  0.0097	  25.624	  1.2e-06	  0.43682	  0.005	  38081	  nan	  0	  3522.5	  98	  nan	  nan	  700	  6.1864e+18	  0.0135	  22.69	  1100	 
24977	  0	  0.0036	  0.0675	  0.4313	  0.005	  32.785	  0.74115	  0.025	  44972	  14.039	  0.0107	  0.026381	  0.0028	  1.1291e+18	  0	  1.631e+07	  0.0027	  0.005	  1	  1.5491e-05	  23.3	  nan	  11.555	  30	  6.0337e-07	  3	  0.36313	  0.0097	  30.391	  1.2e-06	  0.43766	  0.005	  39854	  nan	  0	  3892.1	  98	  nan	  nan	  700	  7.3374e+18	  0.0135	  22.818	  1100	 
24978	  0	  0.0036	  0.0675	  0.41713	  0.005	  35.954	  0.72706	  0.025	  45418	  18.618	  0.00906	  0.028112	  0.0028	  5.3696e+17	  0	  1.7861e+07	  0.0027	  0.005	  1	  1.6905e-05	  23.3	  nan	  10.447	  30	  4.8687e-07	  3	  0.34919	  0.0097	  29.09	  1.2e-06	  0.43627	  0.005	  38829	  nan	  0	  4347.6	  98	  nan	  nan	  700	  7.0234e+18	  0.0135	  24.503	  1100	 
24979	  0	  0.0036	  0.0675	  0.42748	  0.005	  39.804	  0.72706	  0.025	  49476	  14.522	  0.01126	  0.026445	  0.0028	  8.1189e+17	  0	  2.0684e+07	  0.0027	  0.005	  1	  1.585e-05	  23.3	  nan	  10.514	  30	  5.8643e-07	  3	  0.35378	  0.0097	  28.304	  1.2e-06	  0.43415	  0.005	  42912	  nan	  0	  4705.7	  98	  nan	  nan	  700	  6.8335e+18	  0.0135	  25.702	  1100	 
24980	  0	  0.0036	  0.0675	  0.40723	  0.005	  40.481	  0.73267	  0.025	  41835	  18.597	  0.00846	  0.028774	  0.0028	  8.0968e+17	  0	  1.7187e+07	  0.0027	  0.005	  1	  1.5362e-05	  23.4	  nan	  9.2853	  30	  6.2802e-07	  3	  0.34064	  0.0097	  21.98	  1.2e-06	  0.43265	  0.005	  36163	  nan	  0	  4505.5	  98	  nan	  nan	  700	  5.3068e+18	  0.0135	  24.724	  1100	 
24981	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.72706	  0.024	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.1369e+07	  0.0027	  0.005	  0	  nan	  23.5	  nan	  nan	  20	  nan	  3	  nan	  0.0097	  4.6255	  1.2e-06	  0.40089	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  500	  nan	  0.0135	  13.884	  1000	 
24982	  0	  0.0036	  0.0675	  0.25844	  0.005	  37.564	  0.73267	  0.01	  18188	  10.42	  0.01382	  0.012244	  0.0028	  5.0929e+17	  0	  1.4431e+07	  0.0027	  0.005	  1	  2.4674e-05	  23.5	  nan	  6.6736	  20	  5.8877e-07	  3	  0.38488	  0.0097	  17.218	  1.2e-06	  0.43274	  0.005	  15490	  nan	  0	  2725.3	  92	  nan	  nan	  400	  4.1571e+18	  0.0135	  19.18	  1100	 
24983	  0	  0.0036	  0.0675	  0.34837	  0.005	  37.764	  0.72706	  0.024	  41326	  18.926	  0.00794	  0.027825	  0.0028	  9.0919e+17	  0	  1.9158e+07	  0.0027	  0.005	  1	  1.2709e-05	  23.5	  nan	  9.6478	  26	  6.2238e-07	  3	  0.30216	  0.0097	  19.059	  1.2e-06	  0.36206	  0.005	  35821	  nan	  0	  4283.4	  99	  nan	  nan	  700	  4.6014e+18	  0.0135	  24.904	  900	 
24984	  0	  0.0036	  0.0675	  0.35483	  0.005	  41.474	  0.72706	  0.024	  44145	  18.47	  0.00882	  0.027405	  0.0028	  8.0999e+17	  0	  2.1022e+07	  0.0027	  0.005	  1	  1.5058e-05	  23.5	  nan	  9.7821	  26	  5.9616e-07	  3	  0.30488	  0.0097	  23.513	  1.2e-06	  0.36577	  0.005	  37772	  nan	  0	  4512.8	  99	  nan	  nan	  700	  5.6768e+18	  0.0135	  25.714	  900	 
24985	  0	  0.0036	  0.0675	  0.10522	  0.005	  49.744	  0.73267	  0.006	  21910	  8.8422	  0.01742	  0.007256	  0.0028	  3.2846e+17	  0	  1.4546e+07	  0.0027	  0.005	  1	  1.8235e-05	  23.5	  nan	  6.311	  15	  5.401e-07	  3	  0.37702	  0.0097	  12.568	  1.2e-06	  0.5079	  0.005	  19549	  nan	  0	  3471.7	  95	  nan	  nan	  444	  3.0343e+18	  0.0135	  18.623	  1300	 
24986	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.72706	  0.024	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.3313e+07	  0.0027	  0.005	  0	  nan	  24.1	  nan	  nan	  18	  nan	  3	  nan	  0.0097	  12.729	  1.2e-06	  0.43456	  0.005	  nan	  nan	  0	  nan	  97	  nan	  nan	  700	  nan	  0.0135	  19.087	  1100	 
24987	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.73831	  0.025	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.907e+07	  0.0027	  0.005	  0	  nan	  23.9	  nan	  nan	  4	  nan	  3	  nan	  0.0097	  5.9688	  1.2e-06	  0.4303	  0.005	  nan	  nan	  0	  nan	  74	  nan	  nan	  700	  nan	  0.0135	  18.752	  1100	 
24988	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.72706	  0.0205	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  4.5134e+05	  0.0027	  0.005	  0	  nan	  23.8	  nan	  nan	  18	  nan	  3	  nan	  0.0097	  4.6391	  1.2e-06	  0.28666	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  700	  nan	  0.0135	  19.175	  700	 
24989	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.72706	  0.0205	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  3.0851e+06	  0.0027	  0.005	  0	  nan	  23.9	  nan	  nan	  24	  nan	  3	  nan	  0.0097	  5.5595	  1.2e-06	  0.28438	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  700	  nan	  0.0135	  18.712	  700	 
24990	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.7215	  0.0205	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.3221e+06	  0.0027	  0.005	  0	  nan	  24	  nan	  nan	  24	  nan	  3	  nan	  0.0097	  6.5631	  1.2e-06	  0.28111	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  700	  nan	  0.0135	  18.819	  700	 
24991	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.7215	  0.0105	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  9.8468e+05	  0.0027	  0.005	  0	  nan	  23.8	  nan	  nan	  24	  nan	  3	  nan	  0.0097	  6.6352	  1.2e-06	  0.28148	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  700	  nan	  0.0135	  18.866	  700	 
24992	  0	  0.0036	  0.0675	  0.1949	  0.005	  43.213	  0.71324	  0.0105	  20388	  9.4934	  0.01442	  0.012245	  0.0028	  1.6612e+18	  0	  1.7235e+07	  0.0027	  0.005	  1	  3.2261e-05	  24.3	  nan	  6.1432	  24	  1.0174e-06	  3	  0.29055	  0.0097	  20.942	  1.2e-06	  0.32642	  0.005	  16861	  nan	  0	  3318.8	  87	  nan	  nan	  400	  5.0561e+18	  0.0135	  21.361	  800	 
24993	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.7215	  0.016	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  6.4261e+06	  0.0027	  0.005	  0	  nan	  24.3	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  8.7701	  1.2e-06	  0.50845	  0.005	  nan	  nan	  0	  nan	  83	  nan	  nan	  400	  nan	  0.0135	  11.588	  1300	 
24994	  0	  0.0036	  0.0675	  0.25606	  0.005	  37.721	  0.72706	  0.0105	  12035	  10.051	  0.01166	  0.014167	  0.0028	  6.544e+17	  0	  1.4294e+07	  0.0027	  0.005	  1	  4.4529e-05	  24	  nan	  5.7873	  26	  6.5949e-07	  3	  0.3307	  0.0097	  22.393	  1.2e-06	  0.35746	  0.005	  9836.7	  nan	  0	  2079.5	  74	  nan	  nan	  350	  5.4065e+18	  0.0135	  18.09	  900	 
24995	  0	  0.0036	  0.0675	  0.18917	  0.005	  45.618	  0.72706	  0.0105	  31159	  11.622	  0.01402	  0.012289	  0.0028	  9.4221e+17	  0	  2.0695e+07	  0.0027	  0.005	  1	  2.309e-05	  23.9	  nan	  7.2778	  26	  7.5845e-07	  3	  0.28025	  0.0097	  21.643	  1.2e-06	  0.31535	  0.005	  25336	  nan	  0	  4281.3	  95	  nan	  nan	  500	  5.2253e+18	  0.0135	  26.714	  750	 
24996	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.70779	  0.0105	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.3754e+06	  0.0027	  0.005	  0	  nan	  24.4	  nan	  nan	  24	  nan	  3	  nan	  0.0097	  6.2023	  1.2e-06	  0.3598	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  500	  nan	  0.0135	  14.28	  900	 
24997	  0	  0.0036	  0.0675	  0.21695	  0.005	  49.171	  0.72706	  0.0105	  30801	  11.353	  0.01526	  0.012142	  0.0028	  1.141e+18	  0	  1.7303e+07	  0.0027	  0.005	  1	  2.5053e-05	  24.1	  nan	  6.9153	  24	  8.7851e-07	  3	  0.32829	  0.0097	  21.851	  1.2e-06	  0.3679	  0.005	  26434	  nan	  0	  4454	  95	  nan	  nan	  500	  5.2756e+18	  0.0135	  24.399	  900	 
24998	  0	  0.0036	  0.0675	  0.20856	  0.005	  50.593	  0.73267	  0.0105	  30735	  10.534	  0.01574	  0.011921	  0.0028	  1.1893e+18	  0	  1.9599e+07	  0.0027	  0.005	  1	  2.3552e-05	  23.5	  nan	  6.8079	  24	  9.0387e-07	  3	  0.32262	  0.0097	  20.104	  1.2e-06	  0.36301	  0.005	  26534	  nan	  0	  4514.7	  96	  nan	  nan	  500	  4.8537e+18	  0.0135	  24.492	  900	 
24999	  0	  0.0036	  0.0675	  0.21974	  0.005	  50.566	  0.70779	  0.0105	  31256	  12.125	  0.01494	  0.012489	  0.0028	  9.8086e+17	  0	  1.8568e+07	  0.0027	  0.005	  1	  2.3703e-05	  23.6	  nan	  6.7944	  24	  8.3999e-07	  3	  0.32227	  0.0097	  20.292	  1.2e-06	  0.35871	  0.005	  25951	  nan	  0	  4600.2	  96	  nan	  nan	  500	  4.8992e+18	  0.0135	  25.443	  900	 
25000	  0	  0.0036	  0.0675	  nan	  0.005	  nan	  0.70237	  0.011	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.298e+06	  0.0027	  0.005	  0	  nan	  23.5	  nan	  nan	  14	  nan	  3	  nan	  0.0097	  11.87	  1.2e-06	  0.3985	  0.005	  nan	  nan	  0	  nan	  97	  nan	  nan	  600	  nan	  0.0135	  16.677	  1000	 
25001	  0	  0.0036	  0.0675	  0.33688	  0.005	  47.074	  0.69968	  0.015	  23182	  13.777	  0.01018	  0.019172	  0.0028	  5.3927e+17	  0	  1.8094e+07	  0.0027	  0.005	  1	  2.9125e-05	  23.5	  nan	  6.0761	  22	  6.8808e-07	  3	  0.35278	  0.0097	  19.447	  1.2e-06	  0.36188	  0.005	  19297	  nan	  0	  3815.4	  97	  nan	  nan	  500	  4.6951e+18	  0.0135	  26.177	  900	 
25002	  0	  0.0036	  0.0675	  0.088109	  0.005	  44.487	  0.70779	  0.0065	  33025	  9.6277	  0.0155	  0.007674	  0.0028	  8.7726e+17	  0	  1.9651e+07	  0.0027	  0.005	  1	  1.696e-05	  23.5	  nan	  7.6404	  20	  7.0745e-07	  3	  0.26378	  0.0097	  17.293	  1.2e-06	  0.35991	  0.005	  26966	  nan	  0	  4322.4	  95	  nan	  nan	  500	  4.1752e+18	  0.0135	  23.915	  900	 
25003	  0	  0.0036	  0.0675	  0.070539	  0.005	  23.859	  0.70237	  0.0065	  10511	  11.951	  0.00202	  0.007507	  0.0028	  9.2908e+16	  0	  1.2682e+07	  0.0027	  0.005	  1	  2.0449e-05	  23.4	  nan	  10.064	  24	  1.4314e-07	  3	  0.099482	  0.0097	  20.555	  1.2e-06	  0.30719	  0.005	  5947	  nan	  0	  1044.4	  92	  nan	  nan	  700	  4.9626e+18	  0.0135	  25.4	  750	 
25004	  0	  0.0036	  0.0675	  0.101	  0.005	  44.192	  0.71051	  0.0065	  23410	  8.9093	  0.0165	  0.007815	  0.0028	  6.5092e+17	  0	  1.7057e+07	  0.0027	  0.005	  1	  2.1141e-05	  25.8	  nan	  6.2909	  18	  7.032e-07	  3	  0.29777	  0.0097	  14.833	  1.2e-06	  0.39386	  0.005	  20140	  nan	  0	  3721.3	  92	  nan	  nan	  400	  3.5812e+18	  0.0135	  20.207	  1000	 
25005	  0	  0.0036	  0.0675	  0.1177	  0.005	  43.08	  0.71874	  0.007	  26292	  9.2517	  0.0163	  0.008274	  0.0028	  7.776e+17	  0	  1.5333e+07	  0.0027	  0.005	  1	  1.7279e-05	  25.9	  nan	  6.9824	  18	  7.0952e-07	  3	  0.30818	  0.0097	  14.482	  1.2e-06	  0.3989	  0.005	  22652	  nan	  0	  3765.4	  94	  nan	  nan	  450	  3.4963e+18	  0.0135	  20.249	  1000	 
25006	  nan	  0.0036	  0.0675	  0.068312	  0.005	  39.277	  1.6217	  0.006	  21745	  8.4796	  0.01462	  0.007271	  0.0028	  nan	  0	  1.6451e+07	  0.0027	  0.005	  1	  1.2073e-05	  23.8	  nan	  6.828	  20	  nan	  3	  0.22694	  0.0097	  9.2185	  1.2e-06	  0.3262	  0.005	  18425	  nan	  0	  3184.7	  91	  nan	  nan	  400	  2.2256e+18	  0.0135	  20.714	  800	 
25007	  0	  0.0036	  0.0675	  0.069256	  0.005	  24.738	  0.18612	  0.006	  11282	  8.2043	  0.0087	  0.007353	  0.0028	  3.7757e+17	  0	  4.9210e+06	  0.0027	  0.005	  1	  1.4294e-05	  23.2	  nan	  7.9559	  20	  3.5037e-07	  3	  0.17492	  0.0097	  10.753	  1.2e-06	  0.32026	  0.005	  10393	  nan	  0	  1418.1	  91	  nan	  nan	  400	  2.5962e+18	  0.0135	  16.113	  800	 
25008	  0	  0.0036	  0.0675	  0.071756	  0.005	  30.981	  0.7215	  0.006	  18128	  8.8489	  0.01126	  0.007473	  0.0028	  5.2384e+17	  0	  1.0452e+07	  0.0027	  0.005	  1	  2.3866e-05	  23.6	  nan	  7.8015	  20	  4.6634e-07	  3	  0.19938	  0.0097	  20.488	  1.2e-06	  0.31697	  0.005	  15402	  nan	  0	  2323.7	  84	  nan	  nan	  400	  4.9463e+18	  0.0135	  18.787	  800	 
25009	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.22036	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  nan	  0.0027	  0.005	  0	  nan	  22.9	  nan	  nan	  20	  nan	  3	  nan	  nan	  15.921	  nan	  nan	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  600	  nan	  0.0135	  nan	  1000	 
25010	  0	  0.0036	  0.0675	  0.075382	  0.005	  34.745	  0.21044	  0.006	  41739	  10.756	  0.01254	  0.007023	  0.0028	  9.5671e+17	  0	  1.5218e+07	  0.0027	  0.005	  1	  1.1855e-05	  23.1	  nan	  10.353	  20	  5.8165e-07	  3	  0.25514	  0.0097	  19.596	  1.2e-06	  0.4015	  0.005	  36316	  nan	  0	  4031.7	  95	  nan	  nan	  600	  4.7312e+18	  0.0135	  21.38	  1000	 
25011	  0	  0.0036	  0.0675	  0.094301	  0.005	  37.581	  0.73831	  0.006	  45586	  13.502	  0.01246	  0.00758	  0.0028	  1.1967e+18	  0	  1.5384e+07	  0.0027	  0.005	  1	  1.2115e-05	  23.2	  nan	  9.9701	  20	  6.785e-07	  3	  0.26564	  0.0097	  19.612	  1.2e-06	  0.40013	  0.005	  37192	  nan	  0	  4572.3	  95	  nan	  nan	  600	  4.735e+18	  0.0135	  25.343	  1000	 
